,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,ORCL_BALANCE_SHEET_reportedCurrency,ORCL_BALANCE_SHEET_totalAssets,ORCL_BALANCE_SHEET_totalCurrentAssets,ORCL_BALANCE_SHEET_cashAndCashEquivalentsAtCarryingValue,ORCL_BALANCE_SHEET_cashAndShortTermInvestments,ORCL_BALANCE_SHEET_inventory,ORCL_BALANCE_SHEET_currentNetReceivables,ORCL_BALANCE_SHEET_totalNonCurrentAssets,ORCL_BALANCE_SHEET_propertyPlantEquipment,ORCL_BALANCE_SHEET_accumulatedDepreciationAmortizationPPE,ORCL_BALANCE_SHEET_intangibleAssets,ORCL_BALANCE_SHEET_intangibleAssetsExcludingGoodwill,ORCL_BALANCE_SHEET_goodwill,ORCL_BALANCE_SHEET_investments,ORCL_BALANCE_SHEET_longTermInvestments,ORCL_BALANCE_SHEET_shortTermInvestments,ORCL_BALANCE_SHEET_otherCurrentAssets,ORCL_BALANCE_SHEET_otherNonCurrentAssets,ORCL_BALANCE_SHEET_totalLiabilities,ORCL_BALANCE_SHEET_totalCurrentLiabilities,ORCL_BALANCE_SHEET_currentAccountsPayable,ORCL_BALANCE_SHEET_deferredRevenue,ORCL_BALANCE_SHEET_currentDebt,ORCL_BALANCE_SHEET_shortTermDebt,ORCL_BALANCE_SHEET_totalNonCurrentLiabilities,ORCL_BALANCE_SHEET_capitalLeaseObligations,ORCL_BALANCE_SHEET_longTermDebt,ORCL_BALANCE_SHEET_currentLongTermDebt,ORCL_BALANCE_SHEET_longTermDebtNoncurrent,ORCL_BALANCE_SHEET_shortLongTermDebtTotal,ORCL_BALANCE_SHEET_otherCurrentLiabilities,ORCL_BALANCE_SHEET_otherNonCurrentLiabilities,ORCL_BALANCE_SHEET_totalShareholderEquity,ORCL_BALANCE_SHEET_treasuryStock,ORCL_BALANCE_SHEET_retainedEarnings,ORCL_BALANCE_SHEET_commonStock,ORCL_BALANCE_SHEET_commonStockSharesOutstanding,ORCL_CASH_FLOW_reportedCurrency,ORCL_CASH_FLOW_operatingCashflow,ORCL_CASH_FLOW_paymentsForOperatingActivities,ORCL_CASH_FLOW_proceedsFromOperatingActivities,ORCL_CASH_FLOW_changeInOperatingLiabilities,ORCL_CASH_FLOW_changeInOperatingAssets,ORCL_CASH_FLOW_depreciationDepletionAndAmortization,ORCL_CASH_FLOW_capitalExpenditures,ORCL_CASH_FLOW_changeInReceivables,ORCL_CASH_FLOW_changeInInventory,ORCL_CASH_FLOW_profitLoss,ORCL_CASH_FLOW_cashflowFromInvestment,ORCL_CASH_FLOW_cashflowFromFinancing,ORCL_CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt,ORCL_CASH_FLOW_paymentsForRepurchaseOfCommonStock,ORCL_CASH_FLOW_paymentsForRepurchaseOfEquity,ORCL_CASH_FLOW_paymentsForRepurchaseOfPreferredStock,ORCL_CASH_FLOW_dividendPayout,ORCL_CASH_FLOW_dividendPayoutCommonStock,ORCL_CASH_FLOW_dividendPayoutPreferredStock,ORCL_CASH_FLOW_proceedsFromIssuanceOfCommonStock,ORCL_CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,ORCL_CASH_FLOW_proceedsFromIssuanceOfPreferredStock,ORCL_CASH_FLOW_proceedsFromRepurchaseOfEquity,ORCL_CASH_FLOW_proceedsFromSaleOfTreasuryStock,ORCL_CASH_FLOW_changeInCashAndCashEquivalents,ORCL_CASH_FLOW_changeInExchangeRate,ORCL_CASH_FLOW_netIncome,ORCL_INCOME_STATEMENT_reportedCurrency,ORCL_INCOME_STATEMENT_grossProfit,ORCL_INCOME_STATEMENT_totalRevenue,ORCL_INCOME_STATEMENT_costOfRevenue,ORCL_INCOME_STATEMENT_costofGoodsAndServicesSold,ORCL_INCOME_STATEMENT_operatingIncome,ORCL_INCOME_STATEMENT_sellingGeneralAndAdministrative,ORCL_INCOME_STATEMENT_researchAndDevelopment,ORCL_INCOME_STATEMENT_operatingExpenses,ORCL_INCOME_STATEMENT_investmentIncomeNet,ORCL_INCOME_STATEMENT_netInterestIncome,ORCL_INCOME_STATEMENT_interestIncome,ORCL_INCOME_STATEMENT_interestExpense,ORCL_INCOME_STATEMENT_nonInterestIncome,ORCL_INCOME_STATEMENT_otherNonOperatingIncome,ORCL_INCOME_STATEMENT_depreciation,ORCL_INCOME_STATEMENT_depreciationAndAmortization,ORCL_INCOME_STATEMENT_incomeBeforeTax,ORCL_INCOME_STATEMENT_incomeTaxExpense,ORCL_INCOME_STATEMENT_interestAndDebtExpense,ORCL_INCOME_STATEMENT_netIncomeFromContinuingOperations,ORCL_INCOME_STATEMENT_comprehensiveIncomeNetOfTax,ORCL_INCOME_STATEMENT_ebit,ORCL_INCOME_STATEMENT_ebitda,ORCL_INCOME_STATEMENT_netIncome,ORCL_EARNINGS_reportedDate,ORCL_EARNINGS_reportedEPS,ORCL_EARNINGS_estimatedEPS,ORCL_EARNINGS_surprise,ORCL_EARNINGS_surprisePercentage,ORCL_EARNINGS_reportTime,ORCL_SHARES_OUTSTANDING_shares_outstanding_diluted,ORCL_SHARES_OUTSTANDING_shares_outstanding_basic
2017-12-29,49.0500,50.7100,47.0000,47.2800,41.9499,358130344,0.0000,USD,138762000000,78545000000,21310000000,21310000000,436000000,3798000000,60217000000,5868000000,None,6794000000,6794000000,42964000000,None,None,50270000000,2731000000,None,82462000000,15494000000,554000000,None,None,2499000000,66968000000,None,58170000000,2499000000,None,60669000000,-1717000000,8798000000,55868000000,0,28296000000,28474000000,4283000000,USD,850000000,None,None,None,None,688000000,599000000,-223000000,-124000000,None,-5710000000,4938000000,None,None,None,None,791000000,791000000,None,None,None,None,-2055000000,None,-11000000,-89000000,2232000000,USD,7661000000,9621000000,1960000000,1960000000,3039000000,320000000,1473000000,4609000000,None,None,None,475000000,None,273000000,None,688000000,2826000000,612000000,None,2233000000,None,3301000000,3989000000,2214000000,2017-12-14,0.7,0.68,0.02,2.9412,post-market,4283000000,4160000000
2018-01-31,47.5700,52.7900,46.1700,51.5900,45.9513,341440905,0.1900,USD,138762000000,78545000000,21310000000,21310000000,436000000,3798000000,60217000000,5868000000,None,6794000000,6794000000,42964000000,None,None,50270000000,2731000000,None,82462000000,15494000000,554000000,None,None,2499000000,66968000000,None,58170000000,2499000000,None,60669000000,-1717000000,8798000000,55868000000,0,28296000000,28474000000,4283000000,USD,850000000,None,None,None,None,688000000,599000000,-223000000,-124000000,None,-5710000000,4938000000,None,None,None,None,791000000,791000000,None,None,None,None,-2055000000,None,-11000000,-89000000,2232000000,USD,7661000000,9621000000,1960000000,1960000000,3039000000,320000000,1473000000,4609000000,None,None,None,475000000,None,273000000,None,688000000,2826000000,612000000,None,2233000000,None,3301000000,3989000000,2214000000,2017-12-14,0.7,0.68,0.02,2.9412,post-market,4283000000,4160000000
2018-02-28,51.3600,51.9800,45.9200,50.6700,45.1319,285728989,0.0000,USD,138201000000,77732000000,19487000000,19487000000,496000000,3902000000,60469000000,5904000000,None,6400000000,6400000000,42965000000,None,None,50968000000,2879000000,None,89929000000,17968000000,603000000,None,None,4491000000,71961000000,None,56224000000,4498000000,None,60715000000,-8425000000,15737000000,47789000000,0,20037000000,29048000000,4122004000,USD,3310000000,None,None,None,None,699000000,286000000,-45000000,-60000000,None,-1257000000,-4020000000,None,None,None,None,783000000,783000000,None,None,None,None,-4000000000,None,-1823000000,144000000,-4024000000,USD,7775000000,9771000000,1996000000,1996000000,3315000000,339000000,1496000000,4365000000,None,None,None,533000000,None,423000000,None,137000000,3191000000,7238000000,None,-4024000000,None,3395000000,3532000000,-4047000000,2018-03-19,0.83,0.72,0.11,15.2778,post-market,4122000000,4122000000
2018-03-29,50.9600,53.4800,44.5100,45.7500,40.7496,423075280,0.0000,USD,138201000000,77732000000,19487000000,19487000000,496000000,3902000000,60469000000,5904000000,None,6400000000,6400000000,42965000000,None,None,50968000000,2879000000,None,89929000000,17968000000,603000000,None,None,4491000000,71961000000,None,56224000000,4498000000,None,60715000000,-8425000000,15737000000,47789000000,0,20037000000,29048000000,4122004000,USD,3310000000,None,None,None,None,699000000,286000000,-45000000,-60000000,None,-1257000000,-4020000000,None,None,None,None,783000000,783000000,None,None,None,None,-4000000000,None,-1823000000,144000000,-4024000000,USD,7775000000,9771000000,1996000000,1996000000,3315000000,339000000,1496000000,4365000000,None,None,None,533000000,None,423000000,None,137000000,3191000000,7238000000,None,-4024000000,None,3395000000,3532000000,-4047000000,2018-03-19,0.83,0.72,0.11,15.2778,post-market,4122000000,4122000000
2018-04-30,45.6500,47.2900,44.0400,45.6700,40.8462,288014986,0.1900,USD,138201000000,77732000000,19487000000,19487000000,496000000,3902000000,60469000000,5904000000,None,6400000000,6400000000,42965000000,None,None,50968000000,2879000000,None,89929000000,17968000000,603000000,None,None,4491000000,71961000000,None,56224000000,4498000000,None,60715000000,-8425000000,15737000000,47789000000,0,20037000000,29048000000,4122004000,USD,3310000000,None,None,None,None,699000000,286000000,-45000000,-60000000,None,-1257000000,-4020000000,None,None,None,None,783000000,783000000,None,None,None,None,-4000000000,None,-1823000000,144000000,-4024000000,USD,7775000000,9771000000,1996000000,1996000000,3315000000,339000000,1496000000,4365000000,None,None,None,533000000,None,423000000,None,137000000,3191000000,7238000000,None,-4024000000,None,3395000000,3532000000,-4047000000,2018-03-19,0.83,0.72,0.11,15.2778,post-market,4122000000,4122000000
2018-05-31,45.3900,47.5400,44.4900,46.7200,41.7853,253549308,0.0000,USD,137264000000,75964000000,21620000000,21620000000,398000000,5136000000,61300000000,5897000000,None,6670000000,6670000000,43755000000,None,29000000,45641000000,3169000000,None,91040000000,19195000000,529000000,None,None,4491000000,71845000000,None,56128000000,4498000000,None,60619000000,-7676000000,15717000000,46224000000,0,19111000000,28950000000,4149000000,USD,4660000000,None,None,None,None,702000000,378000000,-1601000000,-157000000,None,3160000000,-5459000000,None,None,None,None,778000000,778000000,None,None,None,None,-4965000000,None,2133000000,-228000000,3407000000,USD,9078000000,11251000000,2173000000,2173000000,4380000000,305000000,1544000000,4693000000,None,None,None,548000000,None,None,None,702000000,4140000000,733000000,None,2169000000,None,4688000000,5390000000,3276000000,2018-06-19,0.99,0.94,0.05,5.3191,post-market,4148000000,4046000000
2018-06-29,47.0800,48.6700,42.5700,44.0600,39.4063,469788606,0.0000,USD,137264000000,75964000000,21620000000,21620000000,398000000,5136000000,61300000000,5897000000,None,6670000000,6670000000,43755000000,None,29000000,45641000000,3169000000,None,91040000000,19195000000,529000000,None,None,4491000000,71845000000,None,56128000000,4498000000,None,60619000000,-7676000000,15717000000,46224000000,0,19111000000,28950000000,4149000000,USD,4660000000,None,None,None,None,702000000,378000000,-1601000000,-157000000,None,3160000000,-5459000000,None,None,None,None,778000000,778000000,None,None,None,None,-4965000000,None,2133000000,-228000000,3407000000,USD,9078000000,11251000000,2173000000,2173000000,4380000000,305000000,1544000000,4693000000,None,None,None,548000000,None,None,None,702000000,4140000000,733000000,None,2169000000,None,4688000000,5390000000,3276000000,2018-06-19,0.99,0.94,0.05,5.3191,post-market,4148000000,4046000000
2018-07-31,43.9600,49.1700,43.7700,47.6800,42.8111,424272921,0.1900,USD,137264000000,75964000000,21620000000,21620000000,398000000,5136000000,61300000000,5897000000,None,6670000000,6670000000,43755000000,None,29000000,45641000000,3169000000,None,91040000000,19195000000,529000000,None,None,4491000000,71845000000,None,56128000000,4498000000,None,60619000000,-7676000000,15717000000,46224000000,0,19111000000,28950000000,4149000000,USD,4660000000,None,None,None,None,702000000,378000000,-1601000000,-157000000,None,3160000000,-5459000000,None,None,None,None,778000000,778000000,None,None,None,None,-4965000000,None,2133000000,-228000000,3407000000,USD,9078000000,11251000000,2173000000,2173000000,4380000000,305000000,1544000000,4693000000,None,None,None,548000000,None,None,None,702000000,4140000000,733000000,None,2169000000,None,4688000000,5390000000,3276000000,2018-06-19,0.99,0.94,0.05,5.3191,post-market,4148000000,4046000000
2018-08-31,47.9100,49.7000,46.6300,48.5800,43.6192,310535427,0.0000,USD,128358000000,67009000000,18455000000,18455000000,0,3729000000,61349000000,5918000000,None,6295000000,6295000000,43702000000,None,16000000,41639000000,3186000000,None,89794000000,19562000000,527000000,None,None,3743000000,70232000000,None,54386000000,3747000000,None,58129000000,-8570000000,15846000000,38067000000,0,12022000000,27811000000,3999000000,USD,6722000000,None,None,None,None,720000000,383000000,1390000000,309000000,None,3532000000,-13333000000,None,None,None,None,742000000,742000000,None,None,None,None,-10346000000,None,-3165000000,-86000000,2265000000,USD,7240000000,9193000000,1953000000,1953000000,2778000000,321000000,1564000000,4462000000,None,None,None,529000000,None,None,None,720000000,2540000000,275000000,None,1974000000,None,3069000000,3789000000,2265000000,2018-09-17,0.71,0.68,0.03,4.4118,post-market,3999000000,3904000000
2018-09-28,48.3600,52.1100,47.3300,51.5600,46.2949,423451536,0.0000,USD,128358000000,67009000000,18455000000,18455000000,0,3729000000,61349000000,5918000000,None,6295000000,6295000000,43702000000,None,16000000,41639000000,3186000000,None,89794000000,19562000000,527000000,None,None,3743000000,70232000000,None,54386000000,3747000000,None,58129000000,-8570000000,15846000000,38067000000,0,12022000000,27811000000,3999000000,USD,6722000000,None,None,None,None,720000000,383000000,1390000000,309000000,None,3532000000,-13333000000,None,None,None,None,742000000,742000000,None,None,None,None,-10346000000,None,-3165000000,-86000000,2265000000,USD,7240000000,9193000000,1953000000,1953000000,2778000000,321000000,1564000000,4462000000,None,None,None,529000000,None,None,None,720000000,2540000000,275000000,None,1974000000,None,3069000000,3789000000,2265000000,2018-09-17,0.71,0.68,0.03,4.4118,post-market,3999000000,3904000000
2018-10-31,51.2200,51.9900,46.3400,48.8400,44.0295,444354621,0.1900,USD,128358000000,67009000000,18455000000,18455000000,0,3729000000,61349000000,5918000000,None,6295000000,6295000000,43702000000,None,16000000,41639000000,3186000000,None,89794000000,19562000000,527000000,None,None,3743000000,70232000000,None,54386000000,3747000000,None,58129000000,-8570000000,15846000000,38067000000,0,12022000000,27811000000,3999000000,USD,6722000000,None,None,None,None,720000000,383000000,1390000000,309000000,None,3532000000,-13333000000,None,None,None,None,742000000,742000000,None,None,None,None,-10346000000,None,-3165000000,-86000000,2265000000,USD,7240000000,9193000000,1953000000,1953000000,2778000000,321000000,1564000000,4462000000,None,None,None,529000000,None,None,None,720000000,2540000000,275000000,None,1974000000,None,3069000000,3789000000,2265000000,2018-09-17,0.71,0.68,0.03,4.4118,post-market,3999000000,3904000000
2018-11-30,48.9600,51.4500,46.7900,48.7600,43.9573,371552674,0.0000,USD,118318000000,56938000000,10824000000,10824000000,0,3975000000,61380000000,6003000000,None,6103000000,6103000000,43778000000,None,None,38567000000,3572000000,None,87263000000,20315000000,587000000,None,None,6477000000,66948000000,None,51561000000,6497000000,None,58038000000,-7996000000,15387000000,30572000000,0,5107000000,27430000000,3824590000,USD,546000000,None,None,None,None,704000000,421000000,-274000000,18000000,None,1920000000,-10023000000,None,None,None,None,714000000,714000000,None,None,None,None,-9995000000,None,-7471000000,None,2333000000,USD,7561000000,9562000000,2001000000,2001000000,3101000000,299000000,1475000000,4460000000,None,None,None,519000000,None,None,None,704000000,2774000000,441000000,None,2141000000,None,3293000000,3997000000,2333000000,2018-12-17,0.8,0.78,0.02,2.5641,post-market,3817000000,3720000000
2018-12-31,49.4400,50.2200,42.4000,45.1500,40.7029,539064202,0.0000,USD,118318000000,56938000000,10824000000,10824000000,0,3975000000,61380000000,6003000000,None,6103000000,6103000000,43778000000,None,None,38567000000,3572000000,None,87263000000,20315000000,587000000,None,None,6477000000,66948000000,None,51561000000,6497000000,None,58038000000,-7996000000,15387000000,30572000000,0,5107000000,27430000000,3824590000,USD,546000000,None,None,None,None,704000000,421000000,-274000000,18000000,None,1920000000,-10023000000,None,None,None,None,714000000,714000000,None,None,None,None,-9995000000,None,-7471000000,None,2333000000,USD,7561000000,9562000000,2001000000,2001000000,3101000000,299000000,1475000000,4460000000,None,None,None,519000000,None,None,None,704000000,2774000000,441000000,None,2141000000,None,3293000000,3997000000,2333000000,2018-12-17,0.8,0.78,0.02,2.5641,post-market,3817000000,3720000000
2019-01-31,44.4800,50.5000,44.4100,50.2300,45.4604,324808269,0.1900,USD,118318000000,56938000000,10824000000,10824000000,0,3975000000,61380000000,6003000000,None,6103000000,6103000000,43778000000,None,None,38567000000,3572000000,None,87263000000,20315000000,587000000,None,None,6477000000,66948000000,None,51561000000,6497000000,None,58038000000,-7996000000,15387000000,30572000000,0,5107000000,27430000000,3824590000,USD,546000000,None,None,None,None,704000000,421000000,-274000000,18000000,None,1920000000,-10023000000,None,None,None,None,714000000,714000000,None,None,None,None,-9995000000,None,-7471000000,None,2333000000,USD,7561000000,9562000000,2001000000,2001000000,3101000000,299000000,1475000000,4460000000,None,None,None,519000000,None,None,None,704000000,2774000000,441000000,None,2141000000,None,3293000000,3997000000,2333000000,2018-12-17,0.8,0.78,0.02,2.5641,post-market,3817000000,3720000000
2019-02-28,50.5200,53.0300,49.8200,52.1300,47.1800,257842921,0.0000,USD,109438000000,47617000000,14720000000,14720000000,None,3993000000,61821000000,6197000000,None,5678000000,5678000000,43776000000,None,None,25310000000,3594000000,None,85200000000,17986000000,603000000,None,None,4487000000,67214000000,None,51672000000,4487000000,None,56159000000,-8319000000,15542000000,23714000000,None,-1284000000,26732000000,3617000000,USD,2861000000,None,None,None,None,741000000,443000000,-10000000,-159000000,None,13199000000,-12239000000,None,None,None,None,670000000,670000000,None,None,None,None,-10001000000,None,3821000000,None,2745000000,USD,7638000000,9614000000,1976000000,1976000000,3399000000,316000000,1426000000,4239000000,None,-263000000,246000000,509000000,None,None,None,741000000,3088000000,343000000,None,2547000000,None,3597000000,4338000000,2745000000,2019-03-14,0.87,0.84,0.03,3.5714,post-market,3617000000,3526000000
2019-03-29,52.5000,54.3800,51.0000,53.7100,48.6099,370697217,0.0000,USD,109438000000,47617000000,14720000000,14720000000,None,3993000000,61821000000,6197000000,None,5678000000,5678000000,43776000000,None,None,25310000000,3594000000,None,85200000000,17986000000,603000000,None,None,4487000000,67214000000,None,51672000000,4487000000,None,56159000000,-8319000000,15542000000,23714000000,None,-1284000000,26732000000,3617000000,USD,2861000000,None,None,None,None,741000000,443000000,-10000000,-159000000,None,13199000000,-12239000000,None,None,None,None,670000000,670000000,None,None,None,None,-10001000000,None,3821000000,None,2745000000,USD,7638000000,9614000000,1976000000,1976000000,3399000000,316000000,1426000000,4239000000,None,-263000000,246000000,509000000,None,None,None,741000000,3088000000,343000000,None,2547000000,None,3597000000,4338000000,2745000000,2019-03-14,0.87,0.84,0.03,3.5714,post-market,3617000000,3526000000
2019-04-30,53.8800,55.5300,53.3300,55.3300,50.2988,193507042,0.2400,USD,109438000000,47617000000,14720000000,14720000000,None,3993000000,61821000000,6197000000,None,5678000000,5678000000,43776000000,None,None,25310000000,3594000000,None,85200000000,17986000000,603000000,None,None,4487000000,67214000000,None,51672000000,4487000000,None,56159000000,-8319000000,15542000000,23714000000,None,-1284000000,26732000000,3617000000,USD,2861000000,None,None,None,None,741000000,443000000,-10000000,-159000000,None,13199000000,-12239000000,None,None,None,None,670000000,670000000,None,None,None,None,-10001000000,None,3821000000,None,2745000000,USD,7638000000,9614000000,1976000000,1976000000,3399000000,316000000,1426000000,4239000000,None,-263000000,246000000,509000000,None,None,None,741000000,3088000000,343000000,None,2547000000,None,3597000000,4338000000,2745000000,2019-03-14,0.87,0.84,0.03,3.5714,post-market,3617000000,3526000000
2019-05-31,55.3200,55.4200,50.5100,50.6000,45.9989,240093024,0.0000,USD,108709000000,46386000000,20514000000,20514000000,320000000,5134000000,62323000000,6252000000,None,5279000000,5279000000,43779000000,None,5000000,17313000000,3105000000,None,86346000000,18630000000,580000000,None,None,4494000000,67716000000,None,51673000000,4494000000,None,56167000000,-8113000000,16043000000,21785000000,None,-3496000000,26909000000,3505490000,USD,4422000000,None,None,None,None,754000000,413000000,-1378000000,93000000,None,7906000000,-6461000000,None,None,None,None,806000000,806000000,None,None,None,None,-6301000000,None,5867000000,None,3740000000,USD,9073000000,11136000000,2063000000,2063000000,4257000000,330000000,1562000000,4817000000,None,-323000000,202000000,525000000,None,None,None,754000000,3866000000,126000000,None,3606000000,None,4391000000,5145000000,3740000000,2019-06-19,1.16,1.07,0.09,8.4112,post-market,3495000000,3388000000
2019-06-28,50.5600,57.4700,49.8900,56.9700,51.7897,417220273,0.0000,USD,108709000000,46386000000,20514000000,20514000000,320000000,5134000000,62323000000,6252000000,None,5279000000,5279000000,43779000000,None,5000000,17313000000,3105000000,None,86346000000,18630000000,580000000,None,None,4494000000,67716000000,None,51673000000,4494000000,None,56167000000,-8113000000,16043000000,21785000000,None,-3496000000,26909000000,3505490000,USD,4422000000,None,None,None,None,754000000,413000000,-1378000000,93000000,None,7906000000,-6461000000,None,None,None,None,806000000,806000000,None,None,None,None,-6301000000,None,5867000000,None,3740000000,USD,9073000000,11136000000,2063000000,2063000000,4257000000,330000000,1562000000,4817000000,None,-323000000,202000000,525000000,None,None,None,754000000,3866000000,126000000,None,3606000000,None,4391000000,5145000000,3740000000,2019-06-19,1.16,1.07,0.09,8.4112,post-market,3495000000,3388000000
2019-07-31,57.1500,60.5000,55.6200,56.3000,51.3902,251481004,0.2400,USD,108709000000,46386000000,20514000000,20514000000,320000000,5134000000,62323000000,6252000000,None,5279000000,5279000000,43779000000,None,5000000,17313000000,3105000000,None,86346000000,18630000000,580000000,None,None,4494000000,67716000000,None,51673000000,4494000000,None,56167000000,-8113000000,16043000000,21785000000,None,-3496000000,26909000000,3505490000,USD,4422000000,None,None,None,None,754000000,413000000,-1378000000,93000000,None,7906000000,-6461000000,None,None,None,None,806000000,806000000,None,None,None,None,-6301000000,None,5867000000,None,3740000000,USD,9073000000,11136000000,2063000000,2063000000,4257000000,330000000,1562000000,4817000000,None,-323000000,202000000,525000000,None,None,None,754000000,3866000000,126000000,None,3606000000,None,4391000000,5145000000,3740000000,2019-06-19,1.16,1.07,0.09,8.4112,post-market,3495000000,3388000000
2019-08-30,56.3000,56.8500,51.2500,52.0600,47.5199,225563272,0.0000,USD,108709000000,46386000000,20514000000,20514000000,320000000,5134000000,62323000000,6252000000,None,5279000000,5279000000,43779000000,None,5000000,17313000000,3105000000,None,86346000000,18630000000,580000000,None,None,4494000000,67716000000,None,51673000000,4494000000,None,56167000000,-8113000000,16043000000,21785000000,None,-3496000000,26909000000,3505490000,USD,4422000000,None,None,None,None,754000000,413000000,-1378000000,93000000,None,7906000000,-6461000000,None,None,None,None,806000000,806000000,None,None,None,None,-6301000000,None,5867000000,None,3740000000,USD,9073000000,11136000000,2063000000,2063000000,4257000000,330000000,1562000000,4817000000,None,-323000000,202000000,525000000,None,None,None,754000000,3866000000,126000000,None,3606000000,None,4391000000,5145000000,3740000000,2019-06-19,1.16,1.07,0.09,8.4112,post-market,3495000000,3388000000
2019-09-30,51.9400,56.2900,51.5500,55.0300,50.2309,335168786,0.0000,USD,106229000000,42384000000,31083000000,31083000000,None,3820000000,63845000000,6264000000,None,4861000000,4861000000,43733000000,None,17000000,4621000000,2860000000,None,87210000000,18875000000,486000000,None,None,4335000000,68335000000,None,50692000000,3748000000,None,56776000000,-9536000000,17643000000,18433000000,None,-6446000000,26450000000,3410000000,USD,6000000000,None,None,None,None,750000000,386000000,1313000000,360000000,None,12386000000,-7802000000,None,None,None,None,795000000,795000000,None,None,None,None,-5519000000,None,10584000000,None,2137000000,USD,7261000000,9218000000,1957000000,1957000000,2877000000,292000000,1557000000,4384000000,None,-304000000,190000000,494000000,None,None,None,750000000,2482000000,345000000,None,2038000000,None,2976000000,3726000000,2137000000,2019-09-11,0.81,0.81,0,0,post-market,3410000000,3317000000
2019-10-31,55.0400,57.3300,52.6800,54.4900,49.9569,252690048,0.2400,USD,106229000000,42384000000,31083000000,31083000000,None,3820000000,63845000000,6264000000,None,4861000000,4861000000,43733000000,None,17000000,4621000000,2860000000,None,87210000000,18875000000,486000000,None,None,4335000000,68335000000,None,50692000000,3748000000,None,56776000000,-9536000000,17643000000,18433000000,None,-6446000000,26450000000,3410000000,USD,6000000000,None,None,None,None,750000000,386000000,1313000000,360000000,None,12386000000,-7802000000,None,None,None,None,795000000,795000000,None,None,None,None,-5519000000,None,10584000000,None,2137000000,USD,7261000000,9218000000,1957000000,1957000000,2877000000,292000000,1557000000,4384000000,None,-304000000,190000000,494000000,None,None,None,750000000,2482000000,345000000,None,2038000000,None,2976000000,3726000000,2137000000,2019-09-11,0.81,0.81,0,0,post-market,3410000000,3317000000
